"New_Month","Taxa","Period_3y","Density_Avg_3y","Old_Year","Old_Month","New_Year"
2,"Anoplarchus.purpurescens",9,0.0200321706110511,2022,2,2022
2,"Anoplarchus.purpurescens",9,0.0200321706110511,2023,2,2023
3,"Anoplarchus.purpurescens",9,0.14647157126217,2021,3,2021
3,"Anoplarchus.purpurescens",9,0.14647157126217,2022,3,2022
3,"Anoplarchus.purpurescens",9,0.14647157126217,2023,3,2023
4,"Anoplarchus.purpurescens",9,0.058618880555238,2023,4,2023
5,"Anoplarchus.purpurescens",9,0.0246901387585798,2023,5,2023
6,"Artedius.fenestralis",1,0.00560600964233659,1997,6,1997
8,"Artedius.fenestralis",1,0.0052565180824222,1999,8,1999
4,"Artedius.fenestralis",2,0.0100196982946944,2000,4,2000
4,"Artedius.fenestralis",2,0.0100196982946944,2002,4,2002
7,"Artedius.fenestralis",2,0.00179083094555874,2000,7,2000
9,"Artedius.fenestralis",2,0.0028169014084507,2000,9,2000
10,"Artedius.fenestralis",2,0.0184433788270011,2000,10,2000
5,"Artedius.fenestralis",3,0.0148942508191838,2004,5,2004
6,"Artedius.fenestralis",5,0.0220142123755096,2010,6,2010
4,"Artedius.fenestralis",6,0.0703361718232616,2014,4,2014
4,"Artedius.fenestralis",6,0.0703361718232616,2014,4,2014
5,"Artedius.fenestralis",6,0.0552128566639764,2013,5,2013
5,"Artedius.fenestralis",6,0.0552128566639764,2014,5,2014
6,"Artedius.fenestralis",6,0.0250596495312976,2014,6,2014
6,"Artedius.fenestralis",6,0.0250596495312976,2014,6,2014
7,"Artedius.fenestralis",6,0.0194287934719254,2014,7,2014
2,"Artedius.fenestralis",7,0.027989638861507,2016,2,2016
2,"Artedius.fenestralis",7,0.027989638861507,2017,2,2017
4,"Artedius.fenestralis",7,0.144907635058464,2017,4,2017
4,"Artedius.fenestralis",7,0.144907635058464,2017,4,2017
5,"Artedius.fenestralis",7,0.0782464234850122,2016,5,2016
5,"Artedius.fenestralis",7,0.0782464234850122,2017,5,2017
7,"Artedius.fenestralis",7,0.0362056480811006,2016,7,2016
1,"Artedius.fenestralis",8,0.207361327112494,2019,1,2019
2,"Artedius.fenestralis",8,0.0906953031972873,2018,2,2018
2,"Artedius.fenestralis",8,0.0906953031972873,2020,2,2020
2,"Artedius.fenestralis",8,0.0906953031972873,2020,2,2020
3,"Artedius.fenestralis",8,0.0891703032441231,2018,3,2018
3,"Artedius.fenestralis",8,0.0891703032441231,2019,3,2019
3,"Artedius.fenestralis",8,0.0891703032441231,2020,3,2020
3,"Artedius.fenestralis",8,0.0891703032441231,2020,3,2020
4,"Artedius.fenestralis",8,0.0355943980010027,2019,4,2019
4,"Artedius.fenestralis",8,0.0355943980010027,2019,4,2019
6,"Artedius.fenestralis",8,0.0141476768510845,2020,6,2020
6,"Artedius.fenestralis",8,0.0141476768510845,2020,6,2020
7,"Artedius.fenestralis",8,0.0207845098972102,2019,7,2019
7,"Artedius.fenestralis",8,0.0207845098972102,2020,7,2020
7,"Artedius.fenestralis",8,0.0207845098972102,2020,7,2020
1,"Artedius.fenestralis",9,0.0250864096680642,2021,1,2021
1,"Artedius.fenestralis",9,0.0250864096680642,2021,1,2021
1,"Artedius.fenestralis",9,0.0250864096680642,2023,1,2023
1,"Artedius.fenestralis",9,0.0250864096680642,2023,1,2023
2,"Artedius.fenestralis",9,0.0727069144956424,2022,2,2022
2,"Artedius.fenestralis",9,0.0727069144956424,2022,2,2022
3,"Artedius.fenestralis",9,0.0527995720654501,2021,3,2021
3,"Artedius.fenestralis",9,0.0527995720654501,2023,3,2023
3,"Artedius.fenestralis",9,0.0527995720654501,2023,3,2023
7,"Artedius.fenestralis",9,0.0281346682031866,2022,7,2022
7,"Artedius.fenestralis",9,0.0281346682031866,2023,7,2023
3,"Artedius.harringtoni",1,0.00547209146907822,1998,3,1998
3,"Artedius.harringtoni",1,0.00547209146907822,1999,3,1999
3,"Artedius.harringtoni",1,0.00547209146907822,1999,3,1999
4,"Artedius.harringtoni",1,0.00549953872541752,1998,4,1998
4,"Artedius.harringtoni",1,0.00549953872541752,1998,4,1998
5,"Artedius.harringtoni",1,0.00451100685673042,1998,5,1998
6,"Artedius.harringtoni",1,0.314169022934339,1998,6,1998
8,"Artedius.harringtoni",1,0.00627943485086342,1997,8,1997
1,"Artedius.harringtoni",2,0.0167728452308574,2001,1,2001
1,"Artedius.harringtoni",2,0.0167728452308574,2001,1,2001
2,"Artedius.harringtoni",2,0.0754019951486948,2001,2,2001
2,"Artedius.harringtoni",2,0.0754019951486948,2001,2,2001
2,"Artedius.harringtoni",2,0.0754019951486948,2001,2,2001
3,"Artedius.harringtoni",2,0.0235642670507481,2000,3,2000
3,"Artedius.harringtoni",2,0.0235642670507481,2002,3,2002
3,"Artedius.harringtoni",2,0.0235642670507481,2002,3,2002
4,"Artedius.harringtoni",2,0.00871404727831012,2000,4,2000
4,"Artedius.harringtoni",2,0.00871404727831012,2002,4,2002
4,"Artedius.harringtoni",2,0.00871404727831012,2002,4,2002
5,"Artedius.harringtoni",2,0.0396240235513212,2001,5,2001
5,"Artedius.harringtoni",2,0.0396240235513212,2001,5,2001
7,"Artedius.harringtoni",2,0.0112591716965548,2000,7,2000
7,"Artedius.harringtoni",2,0.0112591716965548,2001,7,2001
7,"Artedius.harringtoni",2,0.0112591716965548,2002,7,2002
9,"Artedius.harringtoni",2,0.00563380281690141,2000,9,2000
1,"Artedius.harringtoni",3,0.017096939647803,2004,1,2004
3,"Artedius.harringtoni",3,0.0170881614192858,2003,3,2003
3,"Artedius.harringtoni",3,0.0170881614192858,2005,3,2005
5,"Artedius.harringtoni",3,0.0158064674515759,2003,5,2003
5,"Artedius.harringtoni",3,0.0158064674515759,2004,5,2004
6,"Artedius.harringtoni",3,0.00730273487421039,2004,6,2004
3,"Artedius.harringtoni",4,0.0174278662783714,2007,3,2007
3,"Artedius.harringtoni",4,0.0174278662783714,2007,3,2007
3,"Artedius.harringtoni",4,0.0174278662783714,2007,3,2007
3,"Artedius.harringtoni",4,0.0174278662783714,2008,3,2008
5,"Artedius.harringtoni",4,0.0059206631142688,2006,5,2006
1,"Artedius.harringtoni",5,0.13196093956189,2009,1,2009
2,"Artedius.harringtoni",5,0.0269909197328542,2010,2,2010
2,"Artedius.harringtoni",5,0.0269909197328542,2010,2,2010
2,"Artedius.harringtoni",5,0.0269909197328542,2011,2,2011
3,"Artedius.harringtoni",5,0.0337458988678044,2009,3,2009
3,"Artedius.harringtoni",5,0.0337458988678044,2009,3,2009
3,"Artedius.harringtoni",5,0.0337458988678044,2009,3,2009
3,"Artedius.harringtoni",5,0.0337458988678044,2010,3,2010
3,"Artedius.harringtoni",5,0.0337458988678044,2010,3,2010
5,"Artedius.harringtoni",5,0.0344175863550826,2010,5,2010
5,"Artedius.harringtoni",5,0.0344175863550826,2010,5,2010
5,"Artedius.harringtoni",5,0.0344175863550826,2010,5,2010
6,"Artedius.harringtoni",5,0.01820495964757,2010,6,2010
6,"Artedius.harringtoni",5,0.01820495964757,2010,6,2010
6,"Artedius.harringtoni",5,0.01820495964757,2010,6,2010
2,"Artedius.harringtoni",6,0.030170017443942,2012,2,2012
2,"Artedius.harringtoni",6,0.030170017443942,2012,2,2012
2,"Artedius.harringtoni",6,0.030170017443942,2013,2,2013
2,"Artedius.harringtoni",6,0.030170017443942,2014,2,2014
3,"Artedius.harringtoni",6,0.107687105078897,2013,3,2013
3,"Artedius.harringtoni",6,0.107687105078897,2013,3,2013
4,"Artedius.harringtoni",6,0.0530982386247662,2012,4,2012
4,"Artedius.harringtoni",6,0.0530982386247662,2013,4,2013
4,"Artedius.harringtoni",6,0.0530982386247662,2014,4,2014
5,"Artedius.harringtoni",6,0.0220182064094883,2013,5,2013
5,"Artedius.harringtoni",6,0.0220182064094883,2013,5,2013
6,"Artedius.harringtoni",6,0.0331975114594047,2012,6,2012
6,"Artedius.harringtoni",6,0.0331975114594047,2014,6,2014
7,"Artedius.harringtoni",6,0.0380872720801414,2012,7,2012
7,"Artedius.harringtoni",6,0.0380872720801414,2012,7,2012
7,"Artedius.harringtoni",6,0.0380872720801414,2014,7,2014
8,"Artedius.harringtoni",6,0.0206825232678387,2013,8,2013
12,"Artedius.harringtoni",6,0.0260929828663037,2013,12,2013
1,"Artedius.harringtoni",7,0.0347463516330785,2016,1,2016
2,"Artedius.harringtoni",7,0.0530785562632696,2017,2,2017
3,"Artedius.harringtoni",7,0.0391574200229962,2015,3,2015
3,"Artedius.harringtoni",7,0.0391574200229962,2015,3,2015
3,"Artedius.harringtoni",7,0.0391574200229962,2016,3,2016
3,"Artedius.harringtoni",7,0.0391574200229962,2017,3,2017
4,"Artedius.harringtoni",7,0.0768765669511264,2015,4,2015
4,"Artedius.harringtoni",7,0.0768765669511264,2016,4,2016
4,"Artedius.harringtoni",7,0.0768765669511264,2016,4,2016
4,"Artedius.harringtoni",7,0.0768765669511264,2017,4,2017
4,"Artedius.harringtoni",7,0.0768765669511264,2017,4,2017
4,"Artedius.harringtoni",7,0.0768765669511264,2017,4,2017
5,"Artedius.harringtoni",7,0.0591546280466076,2015,5,2015
5,"Artedius.harringtoni",7,0.0591546280466076,2016,5,2016
5,"Artedius.harringtoni",7,0.0591546280466076,2016,5,2016
5,"Artedius.harringtoni",7,0.0591546280466076,2017,5,2017
7,"Artedius.harringtoni",7,0.0362056480811006,2016,7,2016
9,"Artedius.harringtoni",7,0.0433275563258232,2016,9,2016
1,"Artedius.harringtoni",8,0.0259201658890617,2019,1,2019
2,"Artedius.harringtoni",8,0.054265177306582,2018,2,2018
2,"Artedius.harringtoni",8,0.054265177306582,2018,2,2018
2,"Artedius.harringtoni",8,0.054265177306582,2019,2,2019
2,"Artedius.harringtoni",8,0.054265177306582,2020,2,2020
2,"Artedius.harringtoni",8,0.054265177306582,2020,2,2020
3,"Artedius.harringtoni",8,0.103364909622037,2018,3,2018
3,"Artedius.harringtoni",8,0.103364909622037,2019,3,2019
3,"Artedius.harringtoni",8,0.103364909622037,2019,3,2019
3,"Artedius.harringtoni",8,0.103364909622037,2020,3,2020
4,"Artedius.harringtoni",8,0.0540227753661718,2019,4,2019
4,"Artedius.harringtoni",8,0.0540227753661718,2019,4,2019
4,"Artedius.harringtoni",8,0.0540227753661718,2019,4,2019
5,"Artedius.harringtoni",8,0.0422832980972516,2018,5,2018
6,"Artedius.harringtoni",8,0.0158329434471009,2020,6,2020
7,"Artedius.harringtoni",8,0.0153421294875729,2019,7,2019
8,"Artedius.harringtoni",8,0.0290377073144017,2019,8,2019
8,"Artedius.harringtoni",8,0.0290377073144017,2019,8,2019
12,"Artedius.harringtoni",8,0.0628930817610063,2018,12,2018
1,"Artedius.harringtoni",9,0.0190007612512752,2021,1,2021
1,"Artedius.harringtoni",9,0.0190007612512752,2021,1,2021
1,"Artedius.harringtoni",9,0.0190007612512752,2023,1,2023
2,"Artedius.harringtoni",9,0.0432106933799177,2021,2,2021
2,"Artedius.harringtoni",9,0.0432106933799177,2021,2,2021
2,"Artedius.harringtoni",9,0.0432106933799177,2022,2,2022
2,"Artedius.harringtoni",9,0.0432106933799177,2022,2,2022
2,"Artedius.harringtoni",9,0.0432106933799177,2023,2,2023
3,"Artedius.harringtoni",9,0.110063546027578,2021,3,2021
3,"Artedius.harringtoni",9,0.110063546027578,2022,3,2022
3,"Artedius.harringtoni",9,0.110063546027578,2023,3,2023
4,"Artedius.harringtoni",9,0.0451124196721849,2022,4,2022
4,"Artedius.harringtoni",9,0.0451124196721849,2022,4,2022
4,"Artedius.harringtoni",9,0.0451124196721849,2023,4,2023
4,"Artedius.harringtoni",9,0.0451124196721849,2023,4,2023
5,"Artedius.harringtoni",9,0.0318172229133721,2022,5,2022
5,"Artedius.harringtoni",9,0.0318172229133721,2022,5,2022
6,"Artedius.harringtoni",9,0.0225343073562345,2021,6,2021
7,"Artedius.harringtoni",9,0.0307494808980258,2021,7,2021
8,"Artedius.harringtoni",9,0.0209400402886375,2023,8,2023
3,"Engraulis.mordax",1,0.019868248603353,1998,3,1998
3,"Engraulis.mordax",1,0.019868248603353,1998,3,1998
3,"Engraulis.mordax",1,0.019868248603353,1998,3,1998
3,"Engraulis.mordax",1,0.019868248603353,1998,3,1998
4,"Engraulis.mordax",1,0.0132127581592125,1997,4,1997
4,"Engraulis.mordax",1,0.0132127581592125,1998,4,1998
4,"Engraulis.mordax",1,0.0132127581592125,1998,4,1998
4,"Engraulis.mordax",1,0.0132127581592125,1998,4,1998
4,"Engraulis.mordax",1,0.0132127581592125,1998,4,1998
5,"Engraulis.mordax",1,0.0646386296610512,1997,5,1997
7,"Engraulis.mordax",1,0.0226635637545311,1998,7,1998
7,"Engraulis.mordax",1,0.0226635637545311,1999,7,1999
8,"Engraulis.mordax",1,0.00437082040298964,1997,8,1997
6,"Engraulis.mordax",2,0.0316205533596838,2001,6,2001
7,"Engraulis.mordax",2,0.110904956078147,2000,7,2000
7,"Engraulis.mordax",2,0.110904956078147,2000,7,2000
7,"Engraulis.mordax",2,0.110904956078147,2000,7,2000
7,"Engraulis.mordax",2,0.110904956078147,2001,7,2001
7,"Engraulis.mordax",2,0.110904956078147,2002,7,2002
7,"Engraulis.mordax",2,0.110904956078147,2002,7,2002
8,"Engraulis.mordax",2,0.100114708552276,2000,8,2000
8,"Engraulis.mordax",2,0.100114708552276,2000,8,2000
9,"Engraulis.mordax",2,0.0021092665445494,2000,9,2000
9,"Engraulis.mordax",2,0.0021092665445494,2000,9,2000
9,"Engraulis.mordax",2,0.0021092665445494,2000,9,2000
4,"Engraulis.mordax",3,0.0184433788270011,2005,4,2005
5,"Engraulis.mordax",3,0.507365717208399,2004,5,2004
5,"Engraulis.mordax",3,0.507365717208399,2004,5,2004
5,"Engraulis.mordax",3,0.507365717208399,2004,5,2004
5,"Engraulis.mordax",3,0.507365717208399,2004,5,2004
5,"Engraulis.mordax",3,0.507365717208399,2005,5,2005
5,"Engraulis.mordax",3,0.507365717208399,2005,5,2005
5,"Engraulis.mordax",3,0.507365717208399,2005,5,2005
5,"Engraulis.mordax",3,0.507365717208399,2005,5,2005
5,"Engraulis.mordax",3,0.507365717208399,2005,5,2005
6,"Engraulis.mordax",3,0.186620840176353,2004,6,2004
6,"Engraulis.mordax",3,0.186620840176353,2004,6,2004
6,"Engraulis.mordax",3,0.186620840176353,2004,6,2004
6,"Engraulis.mordax",3,0.186620840176353,2004,6,2004
6,"Engraulis.mordax",3,0.186620840176353,2004,6,2004
6,"Engraulis.mordax",3,0.186620840176353,2005,6,2005
6,"Engraulis.mordax",3,0.186620840176353,2005,6,2005
6,"Engraulis.mordax",3,0.186620840176353,2005,6,2005
7,"Engraulis.mordax",3,1.12368584647849,2005,7,2005
7,"Engraulis.mordax",3,1.12368584647849,2005,7,2005
8,"Engraulis.mordax",3,0.0148879635458297,2004,8,2004
8,"Engraulis.mordax",3,0.0148879635458297,2004,8,2004
5,"Engraulis.mordax",4,0.0170009088124821,2008,5,2008
6,"Engraulis.mordax",4,0.0366440369786697,2007,6,2007
6,"Engraulis.mordax",4,0.0366440369786697,2007,6,2007
7,"Engraulis.mordax",4,0.137523938684694,2007,7,2007
7,"Engraulis.mordax",4,0.137523938684694,2007,7,2007
8,"Engraulis.mordax",4,0.0385206117011415,2007,8,2007
8,"Engraulis.mordax",4,0.0385206117011415,2008,8,2008
8,"Engraulis.mordax",4,0.0385206117011415,2008,8,2008
8,"Engraulis.mordax",4,0.0385206117011415,2008,8,2008
5,"Engraulis.mordax",5,0.0897417949076916,2010,5,2010
6,"Engraulis.mordax",5,0.243946444057847,2009,6,2009
6,"Engraulis.mordax",5,0.243946444057847,2009,6,2009
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2010,6,2010
6,"Engraulis.mordax",5,0.243946444057847,2011,6,2011
6,"Engraulis.mordax",5,0.243946444057847,2011,6,2011
6,"Engraulis.mordax",5,0.243946444057847,2011,6,2011
7,"Engraulis.mordax",5,1.28049489086528,2009,7,2009
7,"Engraulis.mordax",5,1.28049489086528,2010,7,2010
7,"Engraulis.mordax",5,1.28049489086528,2010,7,2010
7,"Engraulis.mordax",5,1.28049489086528,2011,7,2011
7,"Engraulis.mordax",5,1.28049489086528,2011,7,2011
7,"Engraulis.mordax",5,1.28049489086528,2011,7,2011
6,"Engraulis.mordax",6,0.348225218259418,2012,6,2012
6,"Engraulis.mordax",6,0.348225218259418,2012,6,2012
6,"Engraulis.mordax",6,0.348225218259418,2012,6,2012
6,"Engraulis.mordax",6,0.348225218259418,2012,6,2012
6,"Engraulis.mordax",6,0.348225218259418,2012,6,2012
6,"Engraulis.mordax",6,0.348225218259418,2012,6,2012
6,"Engraulis.mordax",6,0.348225218259418,2013,6,2013
6,"Engraulis.mordax",6,0.348225218259418,2014,6,2014
7,"Engraulis.mordax",6,0.113629914087258,2012,7,2012
7,"Engraulis.mordax",6,0.113629914087258,2012,7,2012
7,"Engraulis.mordax",6,0.113629914087258,2012,7,2012
7,"Engraulis.mordax",6,0.113629914087258,2012,7,2012
7,"Engraulis.mordax",6,0.113629914087258,2012,7,2012
7,"Engraulis.mordax",6,0.113629914087258,2012,7,2012
7,"Engraulis.mordax",6,0.113629914087258,2014,7,2014
7,"Engraulis.mordax",6,0.113629914087258,2014,7,2014
7,"Engraulis.mordax",6,0.113629914087258,2014,7,2014
8,"Engraulis.mordax",6,0.0172553305106329,2012,8,2012
8,"Engraulis.mordax",6,0.0172553305106329,2012,8,2012
1,"Engraulis.mordax",7,0.0743473869705692,2016,1,2016
1,"Engraulis.mordax",7,0.0743473869705692,2017,1,2017
1,"Engraulis.mordax",7,0.0743473869705692,2017,1,2017
1,"Engraulis.mordax",7,0.0743473869705692,2017,1,2017
1,"Engraulis.mordax",7,0.0743473869705692,2017,1,2017
1,"Engraulis.mordax",7,0.0743473869705692,2017,1,2017
2,"Engraulis.mordax",7,0.314299307773295,2015,2,2015
2,"Engraulis.mordax",7,0.314299307773295,2015,2,2015
2,"Engraulis.mordax",7,0.314299307773295,2015,2,2015
2,"Engraulis.mordax",7,0.314299307773295,2016,2,2016
2,"Engraulis.mordax",7,0.314299307773295,2016,2,2016
2,"Engraulis.mordax",7,0.314299307773295,2016,2,2016
2,"Engraulis.mordax",7,0.314299307773295,2017,2,2017
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2015,3,2015
3,"Engraulis.mordax",7,1.8929293951195,2016,3,2016
3,"Engraulis.mordax",7,1.8929293951195,2016,3,2016
3,"Engraulis.mordax",7,1.8929293951195,2016,3,2016
3,"Engraulis.mordax",7,1.8929293951195,2016,3,2016
3,"Engraulis.mordax",7,1.8929293951195,2016,3,2016
3,"Engraulis.mordax",7,1.8929293951195,2017,3,2017
3,"Engraulis.mordax",7,1.8929293951195,2017,3,2017
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2015,4,2015
4,"Engraulis.mordax",7,6.54175257751295,2016,4,2016
4,"Engraulis.mordax",7,6.54175257751295,2016,4,2016
4,"Engraulis.mordax",7,6.54175257751295,2016,4,2016
4,"Engraulis.mordax",7,6.54175257751295,2017,4,2017
4,"Engraulis.mordax",7,6.54175257751295,2017,4,2017
4,"Engraulis.mordax",7,6.54175257751295,2017,4,2017
5,"Engraulis.mordax",7,0.642804147211506,2015,5,2015
5,"Engraulis.mordax",7,0.642804147211506,2015,5,2015
5,"Engraulis.mordax",7,0.642804147211506,2015,5,2015
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2016,5,2016
5,"Engraulis.mordax",7,0.642804147211506,2017,5,2017
5,"Engraulis.mordax",7,0.642804147211506,2017,5,2017
5,"Engraulis.mordax",7,0.642804147211506,2017,5,2017
5,"Engraulis.mordax",7,0.642804147211506,2017,5,2017
5,"Engraulis.mordax",7,0.642804147211506,2017,5,2017
5,"Engraulis.mordax",7,0.642804147211506,2017,5,2017
6,"Engraulis.mordax",7,2.55689485774579,2016,6,2016
6,"Engraulis.mordax",7,2.55689485774579,2016,6,2016
6,"Engraulis.mordax",7,2.55689485774579,2017,6,2017
6,"Engraulis.mordax",7,2.55689485774579,2017,6,2017
6,"Engraulis.mordax",7,2.55689485774579,2017,6,2017
7,"Engraulis.mordax",7,0.147605248499975,2016,7,2016
7,"Engraulis.mordax",7,0.147605248499975,2017,7,2017
8,"Engraulis.mordax",7,0.0339278595309876,2016,8,2016
8,"Engraulis.mordax",7,0.0339278595309876,2016,8,2016
8,"Engraulis.mordax",7,0.0339278595309876,2016,8,2016
8,"Engraulis.mordax",7,0.0339278595309876,2017,8,2017
9,"Engraulis.mordax",7,0.0376506024096386,2015,9,2015
10,"Engraulis.mordax",7,0.0176616036736136,2015,10,2015
11,"Engraulis.mordax",7,0.129470788153423,2016,11,2016
12,"Engraulis.mordax",7,0.371674923192132,2016,12,2016
12,"Engraulis.mordax",7,0.371674923192132,2016,12,2016
12,"Engraulis.mordax",7,0.371674923192132,2016,12,2016
2,"Engraulis.mordax",8,0.0160091329476059,2018,2,2018
2,"Engraulis.mordax",8,0.0160091329476059,2018,2,2018
6,"Engraulis.mordax",8,0.0208811860513677,2019,6,2019
7,"Engraulis.mordax",8,0.287590539460828,2018,7,2018
7,"Engraulis.mordax",8,0.287590539460828,2019,7,2019
7,"Engraulis.mordax",8,0.287590539460828,2019,7,2019
8,"Engraulis.mordax",8,0.0822392608607556,2018,8,2018
8,"Engraulis.mordax",8,0.0822392608607556,2018,8,2018
8,"Engraulis.mordax",8,0.0822392608607556,2019,8,2019
8,"Engraulis.mordax",8,0.0822392608607556,2019,8,2019
8,"Engraulis.mordax",8,0.0822392608607556,2020,8,2020
9,"Engraulis.mordax",8,0.0222890894906943,2019,9,2019
10,"Engraulis.mordax",8,0.0204144125752781,2019,10,2019
5,"Engraulis.mordax",9,0.00659406600000659,2023,5,2023
6,"Engraulis.mordax",9,0.185772111794888,2022,6,2022
6,"Engraulis.mordax",9,0.185772111794888,2022,6,2022
6,"Engraulis.mordax",9,0.185772111794888,2022,6,2022
7,"Engraulis.mordax",9,0.11265625422461,2022,7,2022
8,"Engraulis.mordax",9,0.0178554292296117,2021,8,2021
8,"Engraulis.mordax",9,0.0178554292296117,2022,8,2022
8,"Engraulis.mordax",9,0.0178554292296117,2022,8,2022
8,"Engraulis.mordax",9,0.0178554292296117,2023,8,2023
8,"Engraulis.mordax",9,0.0178554292296117,2023,8,2023
8,"Engraulis.mordax",9,0.0178554292296117,2023,8,2023
8,"Engraulis.mordax",9,0.0178554292296117,2023,8,2023
6,"Glyptocephalus.zachirus",1,0.0115435591901773,1997,3,1996
6,"Glyptocephalus.zachirus",1,0.0115435591901773,1998,3,1997
6,"Glyptocephalus.zachirus",1,0.0115435591901773,1998,3,1997
6,"Glyptocephalus.zachirus",1,0.0115435591901773,1998,3,1997
6,"Glyptocephalus.zachirus",1,0.0115435591901773,1999,3,1998
6,"Glyptocephalus.zachirus",1,0.0115435591901773,1999,3,1998
7,"Glyptocephalus.zachirus",1,0.00348599655120468,1997,4,1996
7,"Glyptocephalus.zachirus",1,0.00348599655120468,1998,4,1997
7,"Glyptocephalus.zachirus",1,0.00348599655120468,2000,4,1999
7,"Glyptocephalus.zachirus",1,0.00348599655120468,2000,4,1999
7,"Glyptocephalus.zachirus",1,0.00348599655120468,2000,4,1999
8,"Glyptocephalus.zachirus",1,0.00685364349589223,1997,5,1996
